LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
FLORES,Colin,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,23,4.8,8.75,,13.55
FLORES,Tyler,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,17,4.8,9.15,,13.95
FLORES,Tyler,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,26,4.8,9.15,,13.95
FONT,Laia,w,ESP,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,85,4.8,7.466,,12.266
FONT,Laia,w,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,43,4.8,6.733,,11.533
FREEMAN,Jack,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,20,4.8,9.15,,13.95
FRENTHEWAY,Brigham,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,36,4.8,8.95,,13.75
FRICK,Aiden,m,AUS,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PB,14,4.8,8.6,,13.4
FRICK,Aiden,m,AUS,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PB,11,4.8,8,,12.8
FRICK,Aiden Michael,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",PB,28,4.8,8.566,,13.366
FRIEDMAN,James,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,31,4.8,7.05,,11.85
FRIEDMAN,James,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,32,4.8,8.45,,13.25
FRYSAK,Bianca,w,AUT,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",UB,7,4.8,7.633,,12.433
FRYSAK,Bianca,w,AUT,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,20,4.8,7.233,,12.033
FRYSAK,Bianca,w,AUT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,36,4.8,7.833,,12.633
FU ALLEN,William,m,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,89,4.8,8.766,,13.566
FU ALLEN,William,m,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,25,4.8,8.766,,13.566
FU-ALLEN,William,m,NZL,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT1,20,4.8,9.033,,13.833
FU-ALLEN,William,m,NZL,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",VT1,12,4.8,9.133,0.1,13.833
FUALLEN,William,m,NZL,05-06 May 2023,Oceania Continental Championships 2023,AAfinal,"Carrara, Australia",VT,,4.8,8.933,0.1,13.633
GADIROVA,Jessica,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,5,4.8,9.2,,14
GADIROVA,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",VT2,1,4.8,8.9,0,13.7
GADIROVA,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,2,4.8,8.9,0.1,13.6
GADIROVA,Jessica,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT2,2,4.8,8.733,,13.533
GAHRAMANOV,Aghamurad,m,AZE,16-19 June 2022,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT2,14,4.8,8.55,0.1,13.25
GAHRAMANOV,Aghamurad,m,AZE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,72,4.8,8.833,0.1,13.533
GAHRAMANOV,Aghamurad,m,AZE,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,20,4.8,8.05,0.1,12.75
GALICIA,Maximiliano,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,5,4.8,7.75,,12.55
GALICIA,Maximiliano,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,4,4.8,9.15,,13.95
GALICIA,Maximiliano,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,16,4.8,8.7,0.1,13.4
GALICIA FLORES,Maximiliano,m,MEX,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,4.8,8.867,0.1,13.567
GAMBOA,Raydel,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,15,4.8,9.3,,14.1
GARFIAS CHAN,Nicolas Andres,m,PER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",HB,27,4.8,8.533,,13.332999999999998
GARNCZAREK,Kacper,m,POL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,60,4.8,9.3,,14.1
GARNCZAREK,Kacper,m,POL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,43,4.8,8.066,,12.866
GARNCZAREK,Kacper,m,POL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,48,4.8,8.1,,12.9
GAWRONSKI,Sebastian,m,POL,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,16,4.8,7.166,,11.966
GAWRONSKI,Sebastian,m,POL,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,15,4.8,8.266,0.3,12.766
GAWRONSKI,Sebastian,m,POL,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT2,14,4.8,8.9,,13.7
GAWRONSKI,Sebastian,m,POL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,99,4.8,6.366,,11.166
GEHANI,Milka,w,SRI,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,UB,6,4.8,7.666,,12.466
GEHANI,Milka,w,SRI,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,9,4.8,7.766,,12.566
GEMZA,Anna,w,POL,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,24,4.8,5.1,,9.9
GENTGES,Maxime,m,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,61,4.8,8.2,,13
GENTGES,Maxime,m,BEL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,55,4.8,8.466,,13.266
GEORGIEVA,Valentina,w,BUL,9-12 June 2022,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",FX,7,4.8,7.6,,12.4
GEORGIEVA,Valentina,w,BUL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,97,4.8,6.333,0.1,11.033
GEORGIEVA,Valentina,w,BUL,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,8,4.8,7.75,,12.55
GEORGIEVA,Valentina,w,BUL,26-29 Mar 2022,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,6,4.8,7.8,,12.6
GEORGIOU,Ilias,m,CYP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,35,4.8,9.3,,14.1
GEORGIOU,Marios,m,CYP,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,7,4.8,9.15,0.1,13.85
GEORGIOU,Marios,m,CYP,26-29 Mar 2022,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT1,6,4.8,9.1,0.1,13.8
GEORGIOU,Marios,m,CYP,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,7,4.8,8.85,,13.65
GEORGIOU,Marios,m,CYP,26-29 Mar 2022,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,6,4.8,8.8,0.1,13.5
GEORGIOU,Marios,m,CYP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,10,4.8,9.15,0.3,13.65
GEORGIOU,Marios,m,CYP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,,4.8,9.35,,14.15
GHINN,Samuel,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,24,4.8,8.499999999999998,0.1,13.2
GIANNINI,Lay,m,ITA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",PH,29,4.8,8,,12.8
GIANNINI,Lay,m,ITA,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",PH,14,4.8,8,,12.8
GIANNINI,Lay,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,24,4.8,7.75,,12.55
GIUBELLINI,Chiara,w,SUI,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,25,4.8,5.566,0.1,10.266
GOBADZE,Ani,w,GEO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,116,4.8,4,0.1,8.7
GODWIN,Georgia,w,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,11,4.8,8.966,,13.766
GODWIN,Georgia,w,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,32,4.8,8.8,,13.6
GODWIN,Georgia,w,AUS,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,14,4.8,8.9,0.1,13.6
GODWIN,Georgia,w,AUS,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,28,4.8,8.833,,13.633
GODWIN,Georgia,w,AUS,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,13,4.8,8.833,,13.633
GODWIN,Georgia,w,AUS,8-11 Jun 2023,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",VT2,1,4.8,7.8,,12.6
GODWIN,Georgia,w,AUS,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT2,1,4.8,8.8,,13.6
GODWIN,Georgia,w,AUS,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT1,1,4.8,9,,13.8
GODWIN,Georgia,w,AUS,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT1,1,4.8,8.9,0.1,13.6
GODWIN,Georgia,w,AUS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,5,4.8,8.5,,13.3
GODWIN,Georgia,m,AUS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,,4.8,8.95,,13.75
GOMES MAIA,Luisa,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,4.8,6.367,,11.167
GOMEZ,Rodrigo,m,MEX,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,133,4.8,8.266,0.1,12.966
GOMEZ,Rodrigo,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,7,4.8,7.7,,12.5
GOMEZ,Rodrigo,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,7,4.8,9,,13.8
GOMEZ,Rodrigo,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,8,4.8,9.066,,13.866
GOMEZ,Rodrigo,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,25,4.8,9,,13.8
GONZALES,Edward,m,PER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,116,4.8,7.033,,11.833
GONZALES,Edward,m,PER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,73,4.8,8.9,,13.7
GONZALES,Edward,m,PER,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,25,4.8,9,,13.8
GONZALES RIVAS,Edward Andre,m,PER,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.8,9.1,0.1,13.8
GRAIKOS,Alkinoos Nikolaos,m,GRE,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,44,4.8,8.833,,13.633
GRANT,Shanna Kae,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",FX,4,4.8,8.55,0,13.35
GRASSO,Thomas,m,ITA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",VT2,5,4.8,9.2,,14
GRAVIN,Elina,w,SWE,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,85,4.8,7.133,,11.933
GRIFFITHS,Fraser Guest,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,,4.8,8.966,0,13.766
GROSSMAN,David,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,48,4.8,7.65,0.3,12.15
GROSSMAN,David,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,24,4.8,9.2,,14
GROSSO,Rodrigo,m,MEX,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,4.8,7.833,,12.633
GRUENBERG,Jermain,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,127,4.8,8.133,0.3,12.633
GRUENBERG,Jermain,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,60,4.8,9.1,0.1,13.8
GRUENBERG,Jermain,m,NED,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,102,4.8,9,0.1,13.7
GRUENBERG,Jermain,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,77,4.8,8.866,,13.666
GUDMUNDSSON,Martin,m,ISL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,100,4.8,8.3,0.3,12.8
GUDMUNDSSON,Martin,m,ISL,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT1,13,4.8,8.9,,13.7
GUDMUNDSSON,Martin,m,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,71,4.8,8.9,,13.7
GUIMARAES,Vitaliy,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,9,4.8,9.65,,14.45
GUIMARAES,Yuri,m,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,63,4.8,8.1,,12.9
GUNDOGDU,Yunus,m,TUR,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT2,25,4.8,8.566,,13.366
GUNDOGDU,Yunus,m,TUR,25-28 May 2023,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,7,4.8,9,0.1,13.7
GUNDOGDU,Yunus,m,TUR,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,7,4.8,8.7,0,13.5
GUNTHER,Ian,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,8,4.8,8.45,,13.25
GUNTHER,Ian,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,28,4.8,7.3,,12.1
GUNTHER,Ian,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,27,4.8,8.75,0.1,13.45
GUNTHER,Ian,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,40,4.8,8.85,,13.65
GUNTHER,Ian,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,4.8,8.65,,13.45
GUNTHER,Ian,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,4.8,8.65,,13.45
GUNTHER,Ian,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,4,4.8,8.8,,13.6
GUNTHER,Ian,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,,4.8,8.7,,13.5
HAGENAAR,Jordi,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,59,4.8,9.066,,13.866
HAGENAAR,Jordi,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,53,4.8,9.1,,13.9
HAJJAR,Maddison,w,CAN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,15,4.8,7.75,,12.55
HALL,James,m,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,21,4.8,8.933,,13.733
HAMADOUCHE,Houssem Eddine,m,ALG,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT1,20,4.8,8.133,,12.933
HAMIDI,Mohammadreza,m,IRI,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",HB,7,4.8,8.033,,12.833
HARDY,James,m,AUS,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,80,4.8,8.5,,13.3
HARRISON,Jackson,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,27,4.8,9.1,,13.9
HARRISON,Jackson,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,4.8,8.8,,13.6
HARRISON,Jackson,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,4.8,9.1,,13.9
HAUTALA,Ada,w,FIN,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,102,4.8,4.9,,9.7
HAUTALA,Ada,w,FIN,30 Sept 2022 - 2 Oct 2022,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,7,4.8,7.766,0.3,12.266
HAUTALA,Ada,w,FIN,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",UB,24,4.8,5.533,,10.333
HAYASHI,Kazuki,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,34,4.8,6.45,,11.25
HAYASHI,Kazuki,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,45,4.8,7.15,,11.95
HEFFERNAN,Jane,w,IRL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,72,4.8,7.2,0.3,11.7
HEGGEMSNES,Sofus,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,15,4.8,8.133,,12.933
HEGGEMSNES,Sofus,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,51,4.8,8.3,,13.1
HEGGEMSNES,Sofus,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,19,4.8,8.5,,13.3
HEGGEMSNES,Sofus,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,73,4.8,8.633,,13.433
HEGGEMSNES,Sofus,m,NOR,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,23,4.8,8.1,,12.9
HEGGEMSNES,Sofus,m,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,117,4.8,6.033,,10.833
HERON,Hillary,w,PAN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,97,4.8,7,,11.8
HERON,Hillary,w,PAN,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",UB,12,4.8,7.366,,12.166
HERON,Hillary,w,PAN,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,10,4.8,7.033,,11.833
HERON SOTO,Hillary,w,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,12,4.8,7.35,,12.15
HERON SOTO,Hillary Alexandra,w,PAN,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,4.8,7.533,,12.333
HILST,Sam van der,w,NED,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,29,4.8,5.666,0.8,9.666
HILTON,Halle,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,11,4.8,7.7,0,12.5
HILTON,Halle,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,29,4.8,6.2,0,11
HILTON,Halle,w,IRL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,42,4.8,7.233,,12.033
HILTON,Halle,w,IRL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,37,4.8,7.633,,12.433
HILTON,Halle,w,IRL,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,4,4.8,7.766,,12.566
HONNOR,George,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,15,4.8,7.9,0.3,12.4
HOOTON,Niall,m,IRL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,71,4.8,8.9,,13.7
HORR,Carlo,m,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,43,4.8,8.933,0.1,13.633
HRIBAR,Anze,m,SLO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,64,4.8,8.933,,13.733
HRIBAR,Lucija,w,SLO,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",UB,7,4.8,5.8,,10.6
HRIBAR,Lucija,w,SLO,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",UB,12,4.8,6.866,,11.666
HRIBAR,Lucija,w,SLO,2-5 Mar 2022,2022 Doha World Cup,final,"Doha, Qatar",UB,4,4.8,7.6,,12.4
HRIBAR,Lucija,w,SLO,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",UB,10,4.8,7.166,,11.966
HRIBAR,Lucija,w,SLO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,27,4.8,8.033,,12.833
HUANG,Yen Chang,m,TPE,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",PB,6,4.8,8.5,,13.3
HUANG,Yen Chang,m,TPE,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PB,15,4.8,8.766,,13.566
HUDDLESTON,David,m,BUL,30 Sept 2022 - 2 Oct 2022,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",PH,24,4.8,7.1,,11.9
HUERNINK,Luuk,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,59,4.8,9,,13.8
HUNG,Yuan-Hsi,m,TPE,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PH,14,4.8,8.5,,13.3
HYMANSON,Evan,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,4.8,8.95,,13.75
HYMANSON,Evan,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,4.8,8.4,0.3,12.9
HYMANSON,Evan,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,21,4.8,8.85,,13.65
HYMANSON,Evan,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,33,4.8,8.4,,13.2
HYMANSON,Evan,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,20,4.8,7.8,,12.6
IBRAHIM,Zeina,w,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",UB,13,4.8,7.45,,12.25
IDESJOE,Karl,m,SWE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,49,4.8,8.166,,12.966
IDESJOE,Karl,m,SWE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,66,4.8,8.933,,13.733
IDESJOE,Karl,m,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,120,4.8,7.8,0.3,12.3
ILIOPOULOS,Nikolaos,m,GRE,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,13,4.8,7.733,,12.533
ILIOPOULOS,Nikolaos,m,GRE,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",HB,7,4.8,7.966,,12.766
ILIOPOULOS,Nikolaos,m,GRE,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,109,4.8,8.733,,13.533
ILIOPOULOS,Nikolaos,m,GRE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,43,4.8,9.166,,13.966
IOSCOVICH,Eliran,m,ISR,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,9,4.8,8.95,0.1,13.65
IOSCOVICH,Eliran,m,ISR,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,47,4.8,8.15,0.6,12.35
IRFANALUTHFI,Rifda,w,INA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,46,4.8,7.966,,12.766
IRFANALUTHFI,Rifda,w,INA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,11,4.8,7.5,,12.3
IRFANALUTHFI,Rifda,w,INA,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",BB,12,4.8,6.9,,11.7
